Name,Description,GSM1312748.Yakut.rnaseqccounts,GSM1312745.Yakut.rnaseqccounts,GSM1312749.Yakut.rnaseqccounts,GSM1312744.Yakut.rnaseqccounts,GSM1312747.Yakut.rnaseqccounts,GSM1312746.Yakut.rnaseqccounts
ENSG00000279717.1,AC005336.3,0,0,0,0,0,0
ENSG00000267056.2,AC005336.1,0,0,0,1,0,0
ENSG00000171903.16,CYP4F11,0,0,0,0,0,0
ENSG00000176231.2,OR10H4,0,0,0,0,0,0
ENSG00000267392.3,CYP4F9P,0,0,0,0,0,0
ENSG00000205396.11,LINC00661,0,0,0,0,0,0
ENSG00000280412.1,AC004790.2,0,0,0,0,0,0
ENSG00000167459.16,LINC00905,0,0,0,0,0,0
ENSG00000267609.2,SNX33P1,0,0,0,0,0,0
ENSG00000277766.1,AC004790.1,0,0,0,0,0,0
ENSG00000267450.1,OR1AB1P,0,0,0,0,0,0
ENSG00000267517.1,LINC01855,0,0,0,0,0,0
ENSG00000167460.16,TPM4,6335,7255,7312,7037,11911,6372
ENSG00000279198.1,AC008894.3,8,108,25,63,129,24
ENSG00000267373.1,AC008894.1,0,1,0,2,0,0
ENSG00000167461.12,RAB8A,993,1716,1238,902,2542,1232
ENSG00000269243.1,AC008894.2,604,1117,814,564,1772,740
ENSG00000196684.12,HSH2D,813,1737,1138,871,2132,1327
ENSG00000141977.9,CIB3,0,0,0,0,0,0
ENSG00000105058.12,FAM32A,604,617,519,422,766,639
ENSG00000267033.1,AC020911.1,3,4,1,1,2,3
ENSG00000275901.1,RF00017,0,0,0,0,0,0
ENSG00000072958.8,AP1M1,243,604,388,289,1051,260
ENSG00000267275.1,AC020911.2,0,0,0,0,0,0
ENSG00000127528.5,KLF2,180,39,72,6,614,80
ENSG00000277825.1,AC020917.3,0,0,0,0,4,2
ENSG00000127527.14,EPS15L1,259,720,412,341,797,318
ENSG00000280332.1,AC020917.4,10,14,17,22,18,55
ENSG00000240418.1,AC020917.1,0,0,0,0,0,4
ENSG00000267703.1,AC020917.2,0,0,0,0,1,0
ENSG00000269058.5,CALR3,0,0,0,0,0,0
ENSG00000105072.9,C19orf44,190,302,238,176,870,264
ENSG00000085872.15,CHERP,353,767,465,426,1543,524
ENSG00000240106.2,RN7SL146P,0,3,2,1,3,5
ENSG00000269399.2,AC008764.6,23,12,25,8,71,49
ENSG00000127526.15,SLC35E1,718,1102,703,682,1203,781
ENSG00000268309.1,AC008764.3,50,70,44,46,81,84
ENSG00000269085.1,AC008764.5,0,1,1,1,0,4
ENSG00000279529.1,AC008764.8,128,64,96,83,131,165
ENSG00000105085.10,MED26,174,356,214,239,461,236
ENSG00000269578.1,AC008764.7,0,12,1,2,7,11
ENSG00000279748.1,AC008764.9,2,37,4,12,16,11
ENSG00000279977.1,AC008764.10,0,6,5,10,7,25
ENSG00000268087.1,AC008764.2,2,21,2,11,4,24
ENSG00000269427.1,AC024075.3,25,12,15,13,24,32
ENSG00000214046.8,SMIM7,724,448,601,516,1064,1047
ENSG00000269044.2,AC024075.2,122,86,95,80,215,258
ENSG00000267904.1,AC024075.1,1,15,22,21,32,73
ENSG00000072954.7,TMEM38A,202,270,423,188,730,258
ENSG00000269419.1,AC008737.2,0,0,0,0,0,0
ENSG00000188039.14,NWD1,0,1,2,1,0,1
ENSG00000269799.1,AC008737.3,0,0,0,0,0,0
ENSG00000127511.9,SIN3B,116,515,165,339,429,209
ENSG00000268743.1,AC008737.1,0,1,0,1,1,0
ENSG00000127533.3,F2RL3,8,120,20,36,102,28
ENSG00000160111.13,CPAMD8,0,16,4,10,8,6
ENSG00000264250.2,RN7SL835P,0,0,0,0,0,0
ENSG00000263595.2,RN7SL823P,0,0,0,0,0,0
ENSG00000268985.1,AC020908.2,0,0,0,0,0,0
ENSG00000131351.15,HAUS8,126,131,125,85,245,208
ENSG00000268289.1,AC020908.1,0,0,0,1,0,1
ENSG00000099331.13,MYO9B,627,3075,1163,1977,2798,1001
ENSG00000269066.1,AC020908.3,0,1,0,2,4,15
ENSG00000268056.5,AC020913.1,4,62,9,29,1,12
ENSG00000269836.1,AC020913.3,0,0,0,0,0,0
ENSG00000269480.1,AC020913.2,3,3,3,2,6,2
ENSG00000053501.13,USE1,71,66,126,59,162,84
ENSG00000099330.9,OCEL1,121,85,104,75,188,85
ENSG00000160113.5,NR2F6,82,45,60,24,224,26
ENSG00000130307.11,USHBP1,0,8,1,7,13,2
ENSG00000105393.16,BABAM1,442,378,424,283,989,553
ENSG00000160117.15,ANKLE1,100,105,111,119,251,90
ENSG00000127220.6,ABHD8,26,81,34,46,228,18
ENSG00000130312.6,MRPL34,487,253,358,233,926,498
ENSG00000269815.1,AC010463.3,4,5,3,1,10,2
ENSG00000130311.11,DDA1,139,318,209,229,712,185
ENSG00000074855.11,ANO8,6,14,8,9,18,12
ENSG00000130299.17,GTPBP3,152,250,104,154,411,215
ENSG00000130300.9,PLVAP,0,0,2,2,8,0
ENSG00000269350.1,AC010463.2,0,0,0,0,0,0
ENSG00000269720.2,CCDC194,6,6,8,4,25,20
ENSG00000130303.13,BST2,1868,1946,2212,1236,4191,2405
ENSG00000282851.2,BISPR,194,132,284,121,331,275
ENSG00000141971.13,MVB12A,33,117,64,47,221,36
ENSG00000269481.1,AC010319.4,3,15,7,15,12,23
ENSG00000254503.1,AC010319.1,5,4,12,7,35,24
ENSG00000269053.1,AC010319.3,0,3,1,0,2,12
ENSG00000188051.7,TMEM221,0,0,0,2,7,0
ENSG00000269736.1,AC010319.5,0,0,0,0,1,0
ENSG00000171773.2,NXNL1,2,0,0,0,0,0
ENSG00000130304.17,SLC27A1,18,19,19,21,89,37
ENSG00000269439.5,AC010618.4,8,18,24,19,198,54
ENSG00000130313.7,AC010618.1,105,194,150,71,905,108
ENSG00000269161.1,AC010618.3,0,0,0,0,7,8
ENSG00000167483.18,FAM129C,193,20,171,24,524,250
ENSG00000130309.11,COLGALT1,489,806,462,320,1018,496
ENSG00000243771.1,AC010618.2,0,0,0,0,0,0
ENSG00000130477.15,UNC13A,0,8,2,8,2,4
ENSG00000269752.1,AC008761.2,0,0,0,0,0,0
ENSG00000279300.1,AC008761.3,0,0,0,0,0,0
ENSG00000130479.11,MAP1S,46,327,113,105,949,63
ENSG00000268112.1,AC008761.1,0,3,1,1,20,0
ENSG00000130475.14,FCHO1,36,195,84,118,165,61
ENSG00000179913.10,B3GNT3,0,0,0,0,0,0
ENSG00000248099.4,INSL3,2,10,4,4,28,8
ENSG00000105639.18,JAK3,403,728,781,768,2065,767
ENSG00000105640.13,RPL18A,7240,8424,9180,5430,39138,5511
ENSG00000207166.1,SNORA68,0,2,0,1,0,0
ENSG00000279617.1,AC005796.1,0,0,0,0,0,0
ENSG00000105641.4,SLC5A5,4,4,6,2,8,4
ENSG00000007080.11,CCDC124,140,342,222,185,1359,223
ENSG00000105642.15,KCNN1,2,18,2,20,48,8
ENSG00000252591.1,RNA5SP468,0,0,0,0,0,0
ENSG00000105643.10,ARRDC2,80,191,118,158,195,218
ENSG00000279172.1,AC020904.3,0,8,0,3,3,1
ENSG00000273654.1,AC020904.2,6,16,7,12,31,16
ENSG00000268623.2,AC020904.1,0,0,0,0,0,0
ENSG00000243455.3,RPS18P13,0,1,0,0,0,0
ENSG00000096996.15,IL12RB1,79,96,143,82,317,156
ENSG00000099308.10,MAST3,275,431,461,348,897,351
ENSG00000269145.2,AC007192.2,98,79,181,56,177,151
ENSG00000105647.17,PIK3R2,93,327,155,154,565,122
ENSG00000216490.4,IFI30,2683,7273,3482,3807,8373,4205
ENSG00000254858.9,MPV17L2,117,140,137,80,353,97
ENSG00000105649.9,RAB3A,2,36,14,8,31,8
ENSG00000268650.3,AC005759.1,2,3,3,0,2,4
ENSG00000105650.22,PDE4C,0,4,4,9,7,9
ENSG00000284797.1,AC008397.1,0,0,0,0,0,0
ENSG00000130518.17,IQCN,2,2,4,0,6,2
ENSG00000130522.5,JUND,1269,514,1268,488,4607,857
ENSG00000267959.3,MIR3188,0,0,0,0,0,0
ENSG00000241464.3,RPL39P38,0,0,0,0,0,0
ENSG00000130520.10,LSM4,898,599,719,441,2705,940
ENSG00000239821.3,RN7SL513P,0,0,0,0,0,0
ENSG00000130517.14,PGPEP1,244,636,580,516,1376,423
ENSG00000130513.6,GDF15,20,35,39,34,23,7
ENSG00000264175.1,MIR3189,0,0,0,0,0,0
ENSG00000175489.10,LRRC25,2,12,20,4,36,0
ENSG00000130511.16,SSBP4,62,162,78,73,613,58
ENSG00000105655.18,ISYNA1,164,479,106,122,636,105
ENSG00000268199.2,AC010335.1,34,48,22,35,100,35
ENSG00000105656.13,ELL,181,415,161,263,473,268
ENSG00000279262.1,AC010335.2,0,3,2,2,4,9
ENSG00000280121.1,AC010335.3,0,3,2,2,4,9
ENSG00000268938.2,AC005387.1,0,0,0,1,2,1
ENSG00000105701.16,FKBP8,656,2199,1184,879,3851,1043
ENSG00000269191.1,AC005387.2,0,3,0,3,3,0
ENSG00000105700.11,KXD1,567,794,548,497,955,759
ENSG00000268030.1,AC005253.1,7,69,15,53,24,36
ENSG00000268983.1,AC005253.2,178,119,125,87,230,215
ENSG00000221983.7,UBA52,4820,2224,3580,2085,6703,4491
ENSG00000006016.11,CRLF1,22,61,32,31,64,32
ENSG00000006015.17,REX1BD,57,82,43,45,396,81
ENSG00000105696.9,TMEM59L,2,0,4,0,0,0
ENSG00000263490.2,RN7SL155P,0,0,0,0,0,0
ENSG00000167487.12,KLHL26,40,96,66,52,210,86
ENSG00000105662.16,CRTC1,2,71,2,27,76,4
ENSG00000105664.11,COMP,0,3,0,0,0,0
ENSG00000005007.12,UPF1,345,947,526,637,1319,512
ENSG00000130283.9,GDF1,0,1,0,0,0,0
ENSG00000223802.7,CERS1,0,1,0,0,0,0
ENSG00000269694.1,AC005197.1,0,0,0,0,0,0
ENSG00000105669.14,COPE,469,841,780,474,1820,329
ENSG00000105671.12,DDX49,353,440,364,236,681,292
ENSG00000051128.19,HOMER3,0,4,0,40,0,2
ENSG00000269019.1,HOMER3-AS1,0,2,0,0,0,0
ENSG00000241172.3,RN7SL70P,0,0,0,0,0,0
ENSG00000064607.17,SUGP2,657,1966,920,1491,1834,1722
ENSG00000105676.14,ARMC6,257,389,236,213,787,245
ENSG00000181035.13,SLC25A42,165,156,153,88,416,141
ENSG00000064545.14,TMEM161A,34,101,45,71,313,54
ENSG00000213999.16,MEF2B,64,228,129,234,325,111
ENSG00000254901.8,BORCS8,101,105,103,78,244,128
ENSG00000064490.14,RFXANK,295,413,371,258,522,449
ENSG00000184162.14,NR2C2AP,279,309,301,230,469,454
ENSG00000130287.14,NCAN,0,0,4,2,0,0
ENSG00000252973.1,RNU6-1028P,0,0,0,0,0,0
ENSG00000187664.9,HAPLN4,0,0,0,0,0,0
ENSG00000280282.1,AC138430.2,0,0,0,0,0,0
ENSG00000213996.13,TM6SF2,0,0,0,0,0,0
ENSG00000105705.16,AC004475.1,168,332,209,212,338,237
ENSG00000129933.21,MAU2,209,541,161,276,585,227
ENSG00000167491.17,GATAD2A,828,1399,1068,764,2221,1067
ENSG00000267234.1,AC092067.1,0,0,4,0,1,2
ENSG00000207821.1,MIR640,0,0,0,0,0,0
ENSG00000178093.13,TSSK6,3,18,6,9,22,5
ENSG00000186010.19,NDUFA13,780,596,820,421,1175,820
ENSG00000250067.12,YJEFN3,14,72,31,35,50,56
ENSG00000160161.9,CILP2,0,2,2,0,8,6
ENSG00000105717.14,PBX4,70,144,66,63,113,81
ENSG00000267178.3,PHF5CP,0,1,0,0,0,1
ENSG00000259242.2,AC002306.1,2,2,2,1,4,3
ENSG00000064547.14,LPAR2,86,134,146,114,320,146
ENSG00000089639.11,GMIP,563,1166,690,657,1515,750
ENSG00000105726.17,ATP13A1,213,919,266,360,1076,262
ENSG00000181896.12,ZNF101,348,274,276,260,542,534
ENSG00000271283.1,AC011458.2,0,1,0,0,0,0
ENSG00000270402.1,AC011458.1,0,0,0,3,0,1
ENSG00000105708.9,ZNF14,158,60,106,88,181,95
ENSG00000275540.1,AC011477.7,0,0,0,0,0,0
ENSG00000286080.1,AC011477.8,0,0,0,0,0,0
ENSG00000271499.1,AC011477.6,0,0,0,0,0,0
ENSG00000266904.5,LINC00663,8,15,9,9,7,12
ENSG00000267693.1,AC011477.5,0,0,0,0,0,0
ENSG00000267419.2,AC011477.1,2,9,9,1,12,14
ENSG00000081665.14,ZNF506,308,210,311,270,370,534
ENSG00000267481.1,AC011477.2,23,14,20,24,11,61
ENSG00000270325.1,BNIP3P9,0,0,2,2,3,0
ENSG00000256771.3,ZNF253,157,62,117,62,166,116
ENSG00000270270.1,BNIP3P10,0,0,1,0,0,4
ENSG00000267565.1,AC011477.3,6,2,1,4,7,3
ENSG00000184635.15,ZNF93,189,155,179,162,237,153
ENSG00000273791.1,AC007204.1,0,0,6,2,4,7
ENSG00000274800.1,AC007204.2,0,0,0,0,0,0
ENSG00000197124.12,ZNF682,127,40,41,50,92,219
ENSG00000268070.1,AC006539.2,1,0,3,1,1,5
ENSG00000274033.1,AC006539.3,0,0,0,0,0,0
ENSG00000269154.1,BNIP3P13,0,0,0,0,0,0
ENSG00000213988.11,ZNF90,72,131,54,61,86,108
ENSG00000240673.1,AC006539.1,0,1,0,0,6,0
ENSG00000274612.1,AC011447.5,0,0,0,2,0,0
ENSG00000224864.4,AC011447.1,5,36,6,1,8,6
ENSG00000267383.6,AC011447.3,24,17,11,5,23,42
ENSG00000267220.1,AC011447.2,1,0,0,1,0,0
ENSG00000270716.1,BNIP3P15,0,0,0,0,0,0
ENSG00000256229.8,ZNF486,63,124,44,80,62,113
ENSG00000267641.1,BNIP3P16,2,3,1,1,0,3
ENSG00000267771.1,AC011447.4,0,0,0,0,0,0
ENSG00000279039.1,AC011447.6,2,4,4,0,6,6
ENSG00000280079.1,AC011447.7,27,19,15,6,36,50
ENSG00000271524.1,BNIP3P17,3,4,0,2,2,3
ENSG00000268620.1,AC078899.3,0,0,0,0,0,0
ENSG00000213985.4,AC078899.1,0,0,0,0,0,2
ENSG00000269055.1,BNIP3P18,0,0,0,0,0,0
ENSG00000269274.1,AC078899.4,0,0,0,0,0,0
ENSG00000271638.1,BNIP3P19,0,0,0,0,0,0
ENSG00000276294.1,AC078899.5,0,0,0,0,0,0
ENSG00000231205.11,ZNF826P,94,50,27,6,88,55
ENSG00000271704.1,BNIP3P20,0,0,0,0,0,0
ENSG00000268461.2,AC078899.2,0,0,0,0,0,1
ENSG00000238517.1,MIR1270,0,0,0,0,0,0
ENSG00000268174.1,BNIP3P22,0,0,0,0,0,0
ENSG00000269043.1,AC008554.2,0,0,0,0,0,0
ENSG00000268335.1,BNIP3P23,0,0,0,0,0,0
ENSG00000237440.9,AC008554.1,114,139,94,94,138,130
ENSG00000268272.1,VN1R78P,0,0,0,0,0,0
ENSG00000268560.1,AC010636.1,0,0,0,0,0,0
ENSG00000188171.16,ZNF626,14,3,14,6,78,24
ENSG00000280171.1,AC010329.5,0,1,0,0,1,0
ENSG00000269779.1,AC010329.2,0,0,0,0,0,0
ENSG00000268416.1,AC010329.1,0,0,0,0,0,0
ENSG00000269885.1,VN1R79P,0,0,0,0,0,0
ENSG00000160229.12,ZNF66,14,11,7,11,13,12
ENSG00000269040.1,BNIP3P24,1,0,6,2,2,5
ENSG00000269373.1,AC008739.2,0,0,0,0,0,1
ENSG00000105750.15,ZNF85,195,73,110,82,179,160
ENSG00000279404.1,AC008739.5,2,0,0,0,10,7
ENSG00000269012.2,KRT18P40,0,2,0,0,0,1
ENSG00000268326.1,AC008739.1,0,0,0,0,0,0
ENSG00000118620.13,ZNF430,265,148,310,190,366,209
ENSG00000271598.1,AC008739.3,0,0,0,0,1,1
ENSG00000268598.1,VN1R80P,0,0,0,0,0,2
ENSG00000160352.15,ZNF714,74,48,240,153,378,123
ENSG00000201035.1,RNA5SP469,0,0,0,0,0,0
ENSG00000268357.1,VN1R81P,0,0,1,2,3,0
ENSG00000196705.8,ZNF431,229,160,203,218,307,360
ENSG00000240522.1,RPL7AP10,0,7,0,2,0,2
ENSG00000268995.1,VN1R82P,2,3,6,3,5,4
ENSG00000268892.1,AC010620.1,0,0,0,0,0,0
ENSG00000269839.1,AC010620.2,0,0,0,0,0,0
ENSG00000242291.1,RPL36AP51,0,0,0,0,0,0
ENSG00000268747.1,AC022432.1,0,0,0,0,0,0
ENSG00000268521.1,VN1R83P,5,1,2,0,1,3
ENSG00000182141.10,ZNF708,65,55,74,113,102,108
ENSG00000268322.1,BNIP3P25,0,0,2,5,4,3
ENSG00000172687.13,ZNF738,68,72,55,73,110,117
ENSG00000268731.1,AC010615.3,0,0,1,1,1,0
ENSG00000213976.4,AC010615.1,11,3,8,4,8,17
ENSG00000196268.11,ZNF493,135,84,105,130,155,164
ENSG00000268119.5,AC010615.2,0,10,2,2,3,1
ENSG00000268658.5,LINC00664,0,4,4,0,6,4
ENSG00000197013.10,ZNF429,92,31,142,103,310,118
ENSG00000268705.1,BNIP3P26,0,0,0,1,1,0
ENSG00000268081.1,AC123912.1,0,0,0,0,0,0
ENSG00000268555.1,AC123912.4,0,0,0,0,0,0
ENSG00000268240.1,AC123912.2,0,0,0,0,0,0
ENSG00000274503.1,AC123912.6,0,0,0,0,0,0
ENSG00000271182.1,AC123912.5,0,0,0,0,0,0
ENSG00000268278.1,AC123912.3,0,0,0,0,0,0
ENSG00000268433.1,MTDHP3,0,0,0,0,0,0
ENSG00000268535.1,MTDHP4,0,0,0,0,0,0
ENSG00000268117.1,VN1R84P,0,0,0,0,0,0
ENSG00000197020.11,ZNF100,144,108,138,122,179,150
ENSG00000269845.1,AC092364.2,2,2,0,0,6,6
ENSG00000268184.1,AC092364.1,0,0,0,0,0,0
ENSG00000269136.1,BRI3BPP1,0,0,1,0,0,1
ENSG00000198521.11,ZNF43,252,122,197,231,399,291
ENSG00000268438.1,BNIP3P27,2,0,0,1,2,2
ENSG00000160321.15,ZNF208,0,60,2,2,4,4
ENSG00000269615.1,MTDHP2,0,2,0,0,0,0
ENSG00000279377.1,AC003973.2,0,28,2,0,2,2
ENSG00000271095.1,BNIP3P28,0,2,0,0,0,0
ENSG00000269504.2,AC003973.1,0,0,1,0,0,0
ENSG00000197134.12,ZNF257,2,8,8,35,16,14
ENSG00000269742.1,BNIP3P29,0,0,0,0,8,0
ENSG00000269505.2,ZNF92P2,0,0,0,0,0,0
ENSG00000268116.1,AC073539.2,0,0,0,0,0,0
ENSG00000268140.1,PCGF7P,0,0,0,2,1,2
ENSG00000269575.1,MTDHP5,0,0,0,0,0,0
ENSG00000269345.1,VN1R85P,0,0,0,0,0,0
ENSG00000196109.8,ZNF676,0,0,0,2,0,0
ENSG00000268079.1,BNIP3P30,0,0,0,0,0,0
ENSG00000282732.1,AC073539.7,0,0,0,0,0,0
ENSG00000267872.1,AC073539.1,0,0,0,0,0,0
ENSG00000268597.1,AC073539.3,0,0,0,0,0,0
ENSG00000196350.8,ZNF729,0,0,0,0,0,0
ENSG00000270191.1,BNIP3P31,0,0,0,0,0,0
ENSG00000268685.1,AC011494.1,0,0,0,0,0,0
ENSG00000236312.3,RPL34P34,0,0,0,0,0,0
ENSG00000197360.9,ZNF98,0,0,0,0,0,0
ENSG00000269796.1,AC011516.1,0,0,0,0,0,0
ENSG00000268830.1,BNIP3P32,0,0,0,0,0,0
ENSG00000270947.1,AC025811.1,0,0,0,0,0,0
ENSG00000268717.1,BNIP3P33,0,0,0,0,0,0
ENSG00000269138.1,ZNF209P,0,0,0,0,0,0
ENSG00000270317.1,AC004004.1,0,0,0,0,0,0
ENSG00000286157.1,AC011467.7,0,0,0,0,0,0
ENSG00000260599.1,AC011467.1,0,0,0,0,0,0
ENSG00000269364.1,LINC01233,0,0,0,0,0,0
ENSG00000207397.1,RNU6-1179P,0,0,0,0,0,0
ENSG00000271149.1,AC011467.6,0,0,0,0,0,0
ENSG00000269332.5,GOLGA2P9,0,0,0,0,0,0
ENSG00000240713.3,RN7SL860P,0,0,0,0,0,0
ENSG00000269025.2,AC011467.4,0,0,0,0,0,0
ENSG00000269316.1,AC011467.5,0,0,0,0,0,0
ENSG00000268038.2,LINC01785,0,0,0,0,0,0
ENSG00000268589.1,AC011467.2,0,0,0,0,0,0
ENSG00000229676.3,ZNF492,2,6,0,2,9,6
ENSG00000268981.5,AC024563.1,0,0,0,0,0,0
ENSG00000198153.8,ZNF849P,0,0,0,0,0,0
ENSG00000241282.1,RPL34P33,0,0,0,0,0,0
ENSG00000270475.1,AC024563.2,0,0,0,0,0,0
ENSG00000268789.1,VN1R87P,0,0,0,0,0,0
ENSG00000213973.9,ZNF99,0,0,0,0,0,0
ENSG00000279966.2,AC008626.2,0,0,0,0,0,0
ENSG00000270518.2,AC008626.1,0,0,0,0,0,0
ENSG00000269509.1,BNIP3P34,0,0,0,0,0,0
ENSG00000268696.2,ZNF723,0,0,0,0,0,0
ENSG00000271655.1,BNIP3P35,0,0,0,0,0,0
ENSG00000268541.1,VN1R88P,0,0,0,0,0,0
ENSG00000268296.2,AC022145.1,0,0,0,1,0,0
ENSG00000269458.1,AC022145.2,0,0,0,0,0,0
ENSG00000269067.1,ZNF728,0,0,0,0,0,0
ENSG00000271661.1,BNIP3P36,0,0,0,0,0,0
ENSG00000261558.1,LINC01859,0,0,0,0,0,0
ENSG00000261615.6,LINC01858,0,0,0,0,0,0
ENSG00000269543.5,AC074135.2,0,0,0,0,0,0
ENSG00000267886.1,AC074135.1,2,10,0,6,1,0
ENSG00000183850.14,ZNF730,14,8,6,4,13,11
ENSG00000270479.1,BNIP3P37,0,0,2,0,1,0
ENSG00000268105.1,AC124856.1,0,0,0,0,0,0
ENSG00000267920.1,SNX6P1,0,1,0,1,0,0
ENSG00000269471.1,AC092329.2,0,0,0,0,0,0
ENSG00000196081.9,ZNF724,10,7,8,7,26,32
ENSG00000268469.1,BNIP3P38,0,0,0,0,1,0
ENSG00000269837.1,IPO5P1,73,91,60,49,74,102
ENSG00000284428.1,AC092329.4,22,34,8,12,35,31
ENSG00000268794.1,VN1R90P,0,0,0,0,0,0
ENSG00000268148.1,VN1R91P,0,0,0,0,0,0
ENSG00000167232.14,ZNF91,202,130,305,171,379,274
ENSG00000267934.1,AC010300.1,0,6,12,14,7,5
ENSG00000269431.1,BNIP3P8,2,0,0,0,1,4
ENSG00000268992.1,CDC42EP3P1,0,0,0,0,2,2
ENSG00000269416.5,LINC01224,10,10,0,0,2,5
ENSG00000268908.1,VN1R92P,0,0,0,0,0,0
ENSG00000275201.1,AC074140.1,0,0,0,0,0,0
ENSG00000268100.1,ZNF725P,0,0,0,0,0,0
ENSG00000197372.9,ZNF675,118,65,80,60,83,138
ENSG00000268455.1,AC073544.1,0,0,0,0,0,0
ENSG00000240231.1,RPS27P29,0,0,0,0,0,0
ENSG00000269320.1,VN1R93P,0,0,0,0,0,0
ENSG00000196172.9,ZNF681,46,38,45,42,48,64
ENSG00000233836.7,AC139769.1,0,14,0,10,12,22
ENSG00000269662.1,BNIP3P39,0,0,0,1,0,0
ENSG00000267924.1,AC139769.2,0,1,0,0,0,0
ENSG00000225178.5,RPSAP58,527,115,426,322,1103,184
ENSG00000277493.1,AC139769.3,0,0,0,0,0,0
ENSG00000213967.10,ZNF726,32,24,16,25,49,53
ENSG00000269289.5,AC011503.1,2,5,3,4,3,6
ENSG00000269397.1,AC011503.2,10,2,0,14,18,8
ENSG00000269421.1,AC011503.3,0,3,1,0,7,0
ENSG00000201966.1,RNA5-8SP4,0,0,0,0,0,0
ENSG00000213096.10,ZNF254,162,83,62,113,118,165
ENSG00000268362.5,AC092279.1,9,19,13,14,21,44
ENSG00000279425.1,AC092279.2,10,18,34,38,56,40
ENSG00000268058.1,BNIP3P40,13,1,1,1,6,6
ENSG00000276030.1,AC073534.2,0,0,0,0,2,1
ENSG00000268442.1,AC073534.1,0,0,0,0,0,0
ENSG00000267696.6,ERVK-28,0,0,0,0,0,0
ENSG00000279882.1,AC112702.1,0,0,0,0,0,0
ENSG00000261824.6,LINC00662,91,37,106,56,140,195
ENSG00000261770.1,AC006504.1,0,6,6,2,2,4
ENSG00000267575.6,AC006504.5,33,37,32,40,129,53
ENSG00000281468.1,AC006504.8,12,2,13,4,5,12
ENSG00000267264.1,AC006504.3,0,1,0,0,0,2
ENSG00000267323.1,SLC25A1P5,4,7,8,7,38,8
ENSG00000266977.1,AC006504.2,0,0,0,0,0,0
ENSG00000267389.2,AC006504.4,0,0,0,0,0,0
ENSG00000267623.3,AC005357.2,0,3,0,0,0,0
ENSG00000267768.1,AC006504.6,0,0,0,0,0,0
ENSG00000267630.1,AC005758.1,0,0,0,0,0,0
ENSG00000266906.1,AC005357.1,0,0,0,0,0,0
ENSG00000267509.5,AC010511.1,0,0,0,0,0,0
ENSG00000266928.1,AC020905.1,0,0,0,0,0,0
ENSG00000267320.5,AC005580.1,0,0,0,0,0,0
ENSG00000267238.1,AC093074.1,0,0,0,0,0,0
ENSG00000260725.1,AC005307.1,0,0,0,0,0,0
ENSG00000267243.6,AC005381.1,0,0,0,0,0,0
ENSG00000266893.1,AC005394.1,0,0,0,0,0,0
ENSG00000267423.1,AC005616.1,0,0,0,0,0,0
ENSG00000267537.1,AC079466.2,0,0,0,0,0,0
ENSG00000266976.2,AC079466.1,0,23,2,29,0,28
ENSG00000283269.1,AC005524.1,1,2,0,1,0,0
ENSG00000267799.1,MAN1A2P1,0,0,0,0,0,0
ENSG00000267617.1,AC007795.1,0,0,0,0,0,0
ENSG00000267339.6,LINC00906,0,0,0,0,0,0
ENSG00000267683.1,AC008991.1,0,0,0,0,0,0
ENSG00000267027.1,AC011524.1,0,0,0,0,0,0
ENSG00000267240.1,AC011524.2,0,0,0,0,0,0
ENSG00000252272.1,RNA5SP470,0,0,0,0,0,0
ENSG00000267014.5,LINC01532,0,0,0,0,0,0
ENSG00000169021.6,UQCRFS1,2497,1333,1692,1233,2623,1926
ENSG00000267498.1,AC007786.1,2,0,0,0,0,2
ENSG00000276251.1,AC007786.2,0,0,0,0,0,0
ENSG00000276631.1,AC007786.3,0,0,0,0,0,0
ENSG00000241604.3,RN7SL340P,0,0,0,0,0,0
ENSG00000264515.5,AC011474.1,0,0,0,0,0,0
ENSG00000267574.1,AC011474.3,0,0,0,0,0,0
ENSG00000266248.1,AC011474.2,0,0,0,0,0,0
ENSG00000279387.1,AC011474.4,0,0,0,0,0,0
ENSG00000187135.7,VSTM2B,0,0,0,0,0,0
ENSG00000105171.10,POP4,541,314,440,271,734,498
ENSG00000166289.6,PLEKHF1,48,224,103,96,516,67
ENSG00000131943.17,C19orf12,338,389,274,408,563,322
ENSG00000105173.14,CCNE1,228,260,196,167,365,226
ENSG00000267433.1,AC008798.1,0,0,0,0,0,0
ENSG00000278895.1,AC008507.3,0,0,0,0,0,0
ENSG00000267258.1,PPIAP58,0,0,0,0,0,0
ENSG00000105176.18,URI1,1330,752,811,690,1255,1176
ENSG00000242100.2,RPL9P32,5,6,2,1,14,8
ENSG00000267006.1,AC008507.2,2,0,0,2,0,0
ENSG00000267692.1,TAF9P3,0,1,0,0,1,0
ENSG00000266910.2,AC008507.1,31,5,6,5,23,21
ENSG00000267223.1,AC005597.1,0,0,0,0,0,0
ENSG00000198597.9,ZNF536,0,0,0,0,0,0
ENSG00000280061.1,AC011504.1,0,0,0,0,0,0
ENSG00000267760.1,AC011478.1,0,0,0,0,0,0
ENSG00000267081.1,AC011507.1,0,0,0,0,0,0
ENSG00000261316.1,LINC01834,0,0,0,0,0,0
ENSG00000267378.1,AC020897.1,0,0,0,0,0,0
ENSG00000284430.1,AC020912.1,0,0,0,0,0,2
ENSG00000121297.7,TSHZ3,0,0,0,0,0,0
ENSG00000267777.1,LINC01791,0,0,0,0,0,0
